osoba,dob,spol,obrazovanje_sifra,obrazovanje,izvor_vijesti_sifra,izvor_vijesti,povjerenje_medijima,minute_medija,spremnost_platiti
2576,29,ženski,2,srednja,1,portal,3,145,0
2577,74,muški,4,diplomska,1,portal,9,214,0
2578,67,muški,4,diplomska,3,TV,8,215,0
2579,43,muški,3,viša,1,portal,7,81,46
2580,27,ženski,2,srednja,5,tisak,7,202,57
2581,80,ženski,4,diplomska,5,tisak,10,227,0
2582,64,muški,2,srednja,1,portal,4,202,40
2583,34,ženski,2,srednja,1,portal,6,107,0
2584,30,ženski,3,viša,2,društvene mreže,6,146,0
2585,25,ženski,3,viša,1,portal,3,155,0
2586,41,ženski,2,srednja,4,radio,7,175,21
2587,22,muški,4,diplomska,1,portal,6,88,0
2588,37,ženski,2,srednja,2,društvene mreže,4,229,41
2589,34,ženski,2,srednja,5,tisak,6,149,0
2590,66,muški,2,srednja,2,društvene mreže,2,185,0
2591,34,muški,2,srednja,1,portal,1,175,29
2592,47,muški,3,viša,3,TV,8,267,0
2593,39,muški,3,viša,4,radio,7,243,0
2594,80,ženski,2,srednja,5,tisak,3,147,0
2595,38,ženski,3,viša,1,portal,4,110,0
2596,30,ženski,2,srednja,4,radio,5,222,0
2597,24,ženski,3,viša,2,društvene mreže,5,184,0
2598,44,ženski,2,srednja,4,radio,4,135,0
2599,28,ženski,1,osnovna,1,portal,2,178,0
2600,37,muški,2,srednja,1,portal,4,114,0
2601,44,ženski,3,viša,2,društvene mreže,4,203,50
2602,26,muški,2,srednja,2,društvene mreže,3,161,0
2603,22,muški,2,srednja,3,TV,5,147,0
2604,36,ženski,1,osnovna,2,društvene mreže,7,163,0
2605,23,ženski,2,srednja,3,TV,6,272,0
2606,30,muški,1,osnovna,1,portal,6,157,0
2607,48,ženski,2,srednja,1,portal,5,171,0
2608,43,muški,1,osnovna,3,TV,5,186,29
2609,44,ženski,2,srednja,1,portal,3,171,0
2610,24,muški,2,srednja,2,društvene mreže,3,93,0
2611,22,ženski,3,viša,2,društvene mreže,4,144,0
2612,35,ženski,3,viša,1,portal,7,183,12
2613,54,muški,2,srednja,5,tisak,7,276,0
2614,19,ženski,1,osnovna,1,portal,2,107,0
2615,27,ženski,2,srednja,4,radio,5,122,9
2616,23,ženski,2,srednja,2,društvene mreže,8,59,22
2617,28,muški,2,srednja,2,društvene mreže,4,205,0
2618,40,ženski,2,srednja,1,portal,8,288,0
2619,32,ženski,2,srednja,5,tisak,5,240,0
2620,32,ženski,2,srednja,4,radio,6,220,0
2621,41,ženski,2,srednja,2,društvene mreže,2,110,0
2622,72,ženski,2,srednja,3,TV,5,213,0
2623,37,ženski,2,srednja,2,društvene mreže,3,174,0
2624,37,muški,1,osnovna,1,portal,5,164,0
2625,56,ženski,2,srednja,3,TV,3,220,0
2626,61,muški,3,viša,3,TV,4,225,0
2627,41,muški,4,diplomska,3,TV,7,125,0
2628,49,ženski,1,osnovna,2,društvene mreže,8,150,0
2629,39,ženski,2,srednja,1,portal,9,136,11
2630,59,ženski,1,osnovna,4,radio,4,425,0
2631,22,ženski,3,viša,2,društvene mreže,6,144,17
2632,80,muški,2,srednja,3,TV,9,246,0
2633,75,ženski,4,diplomska,5,tisak,6,136,21
2634,67,ženski,4,diplomska,5,tisak,8,159,0
2635,33,ženski,1,osnovna,2,društvene mreže,3,141,0
2636,66,ženski,1,osnovna,1,portal,8,133,0
2637,32,ženski,1,osnovna,2,društvene mreže,5,221,0
2638,27,muški,4,diplomska,1,portal,5,183,0
2639,55,muški,4,diplomska,1,portal,6,211,26
2640,64,ženski,2,srednja,3,TV,3,318,39
2641,79,muški,2,srednja,4,radio,9,68,0
2642,58,muški,3,viša,1,portal,5,220,0
2643,43,muški,2,srednja,2,društvene mreže,3,248,0
2644,24,ženski,3,viša,2,društvene mreže,7,55,0
2645,40,ženski,2,srednja,1,portal,5,211,10
2646,65,ženski,1,osnovna,3,TV,6,313,0
2647,46,ženski,3,viša,2,društvene mreže,3,199,0
2648,23,muški,4,diplomska,2,društvene mreže,6,234,0
2649,35,muški,2,srednja,5,tisak,4,191,0
2650,52,muški,4,diplomska,1,portal,5,307,19
2651,57,ženski,3,viša,4,radio,3,170,0
2652,26,ženski,1,osnovna,3,TV,5,157,0
2653,38,muški,2,srednja,2,društvene mreže,3,112,0
2654,46,muški,3,viša,3,TV,4,171,0
2655,34,muški,1,osnovna,3,TV,8,303,0
2656,37,ženski,4,diplomska,2,društvene mreže,1,118,0
2657,42,ženski,2,srednja,3,TV,7,249,0
2658,28,muški,4,diplomska,1,portal,2,175,0
2659,34,ženski,3,viša,2,društvene mreže,3,161,23
2660,80,muški,3,viša,4,radio,6,264,0
2661,39,ženski,2,srednja,1,portal,1,191,0
2662,30,ženski,3,viša,1,portal,2,134,0
2663,26,ženski,4,diplomska,3,TV,2,188,0
2664,28,muški,2,srednja,3,TV,8,205,23
2665,29,ženski,2,srednja,1,portal,3,171,0
2666,72,ženski,2,srednja,1,portal,4,310,0
2667,40,ženski,3,viša,2,društvene mreže,4,79,0
2668,49,ženski,1,osnovna,3,TV,7,154,101
2669,30,ženski,4,diplomska,1,portal,6,223,20
2670,23,ženski,2,srednja,1,portal,4,127,0
2671,36,muški,2,srednja,1,portal,2,292,25
2672,30,ženski,3,viša,2,društvene mreže,6,171,0
2673,75,ženski,3,viša,4,radio,6,169,0
2674,64,muški,1,osnovna,3,TV,5,136,0
2675,27,ženski,2,srednja,1,portal,4,63,0
2676,31,muški,2,srednja,4,radio,1,146,0
2677,26,muški,3,viša,1,portal,5,82,0
2678,41,muški,3,viša,4,radio,8,137,8
2679,32,muški,2,srednja,2,društvene mreže,5,214,0
2680,58,ženski,3,viša,5,tisak,4,222,16
2681,64,muški,1,osnovna,3,TV,2,247,0
2682,45,ženski,4,diplomska,4,radio,4,129,0
2683,21,ženski,2,srednja,1,portal,3,121,0
2684,30,ženski,2,srednja,2,društvene mreže,3,144,0
2685,24,ženski,4,diplomska,1,portal,1,158,0
2686,53,ženski,2,srednja,1,portal,7,165,0
2687,33,muški,3,viša,1,portal,7,118,13
2688,27,muški,2,srednja,1,portal,3,194,0
2689,28,muški,3,viša,2,društvene mreže,2,288,0
2690,42,muški,3,viša,1,portal,5,193,28
2691,28,ženski,2,srednja,1,portal,8,121,0
2692,29,ženski,3,viša,1,portal,5,70,15
2693,36,ženski,4,diplomska,2,društvene mreže,3,164,0
2694,44,muški,2,srednja,1,portal,1,59,0
2695,30,muški,4,diplomska,2,društvene mreže,1,126,0
2696,45,muški,2,srednja,2,društvene mreže,3,170,0
2697,38,muški,2,srednja,1,portal,2,165,0
2698,31,ženski,2,srednja,2,društvene mreže,5,111,0
2699,24,muški,4,diplomska,2,društvene mreže,4,189,0
2700,33,ženski,1,osnovna,1,portal,2,228,0
2701,19,ženski,1,osnovna,2,društvene mreže,4,133,30
2702,43,ženski,2,srednja,1,portal,2,147,0
2703,66,muški,3,viša,5,tisak,10,197,0
2704,34,muški,2,srednja,5,tisak,3,161,0
2705,37,ženski,3,viša,1,portal,3,230,0
2706,40,ženski,2,srednja,1,portal,7,238,0
2707,64,ženski,3,viša,3,TV,6,135,45
2708,41,muški,2,srednja,1,portal,7,333,16
2709,26,ženski,2,srednja,1,portal,2,103,0
2710,43,ženski,3,viša,5,tisak,6,181,19
2711,49,muški,4,diplomska,5,tisak,6,283,0
2712,66,muški,4,diplomska,5,tisak,5,193,0
2713,26,ženski,3,viša,2,društvene mreže,2,126,0
2714,42,ženski,3,viša,3,TV,9,121,0
2715,51,ženski,4,diplomska,1,portal,5,326,0
2716,38,ženski,4,diplomska,1,portal,3,239,0
2717,32,ženski,2,srednja,2,društvene mreže,5,155,0
2718,50,ženski,4,diplomska,1,portal,4,170,0
2719,24,ženski,2,srednja,4,radio,6,54,0
2720,42,ženski,3,viša,2,društvene mreže,4,220,14
2721,26,muški,1,osnovna,2,društvene mreže,5,116,0
2722,27,ženski,1,osnovna,2,društvene mreže,5,148,0
2723,60,ženski,2,srednja,3,TV,6,139,0
2724,35,muški,4,diplomska,2,društvene mreže,6,138,0
2725,48,muški,4,diplomska,4,radio,4,92,0
2726,37,muški,4,diplomska,3,TV,4,104,0
2727,38,muški,3,viša,4,radio,3,126,9
2728,51,muški,2,srednja,3,TV,5,201,0
2729,27,muški,2,srednja,1,portal,4,136,0
2730,80,muški,2,srednja,4,radio,8,147,26
2731,27,ženski,3,viša,1,portal,3,193,0
2732,32,muški,3,viša,5,tisak,6,155,0
2733,40,muški,2,srednja,5,tisak,4,182,0
2734,22,muški,2,srednja,2,društvene mreže,6,118,0
2735,62,muški,4,diplomska,1,portal,1,121,0
2736,27,muški,2,srednja,2,društvene mreže,4,171,0
2737,33,ženski,2,srednja,1,portal,8,114,0
2738,29,ženski,2,srednja,1,portal,1,135,27
2739,22,ženski,2,srednja,3,TV,4,221,25
2740,68,ženski,4,diplomska,3,TV,4,413,0
2741,42,muški,2,srednja,2,društvene mreže,4,173,0
2742,28,ženski,3,viša,5,tisak,6,147,0
2743,24,ženski,1,osnovna,4,radio,7,287,19
2744,31,ženski,3,viša,2,društvene mreže,5,121,35
2745,58,ženski,2,srednja,1,portal,4,426,0
2746,63,muški,1,osnovna,2,društvene mreže,4,166,0
2747,33,muški,1,osnovna,2,društvene mreže,1,128,0
2748,73,muški,3,viša,4,radio,3,312,0
2749,46,ženski,2,srednja,1,portal,6,158,0
2750,58,muški,2,srednja,5,tisak,5,57,8
2751,56,muški,4,diplomska,1,portal,7,81,17
2752,45,muški,1,osnovna,2,društvene mreže,3,178,0
2753,35,ženski,1,osnovna,2,društvene mreže,4,218,24
2754,34,muški,3,viša,1,portal,5,207,0
2755,80,ženski,1,osnovna,1,portal,6,155,0
2756,34,ženski,2,srednja,1,portal,7,130,61
2757,49,muški,3,viša,2,društvene mreže,1,224,0
2758,28,muški,2,srednja,2,društvene mreže,4,117,0
2759,56,ženski,3,viša,3,TV,6,173,0
2760,47,ženski,3,viša,3,TV,1,198,16
2761,31,ženski,2,srednja,2,društvene mreže,4,142,0
2762,53,muški,2,srednja,3,TV,6,155,0
2763,52,muški,2,srednja,3,TV,6,225,0
2764,64,muški,4,diplomska,2,društvene mreže,5,226,0
2765,32,muški,3,viša,2,društvene mreže,8,104,0
2766,27,ženski,2,srednja,2,društvene mreže,2,194,63
2767,32,ženski,3,viša,1,portal,3,121,0
2768,44,muški,2,srednja,2,društvene mreže,3,181,0
2769,36,ženski,1,osnovna,2,društvene mreže,5,116,0
2770,24,muški,2,srednja,2,društvene mreže,5,153,0
2771,36,muški,2,srednja,1,portal,5,118,0
2772,49,muški,2,srednja,2,društvene mreže,5,213,0
2773,62,muški,3,viša,3,TV,4,225,0
2774,57,ženski,1,osnovna,3,TV,7,115,0
2775,56,ženski,2,srednja,3,TV,1,194,0
2776,72,ženski,2,srednja,5,tisak,6,220,24
2777,30,ženski,3,viša,2,društvene mreže,7,71,12
2778,60,muški,3,viša,4,radio,6,174,0
2779,35,muški,3,viša,5,tisak,6,67,0
2780,76,muški,3,viša,4,radio,7,156,0
2781,32,ženski,3,viša,2,društvene mreže,3,366,0
2782,42,muški,1,osnovna,1,portal,3,149,0
2783,80,muški,3,viša,1,portal,4,386,0
2784,39,muški,1,osnovna,1,portal,6,163,0
2785,41,muški,4,diplomska,3,TV,4,150,0
2786,62,muški,2,srednja,1,portal,5,163,36
2787,48,muški,4,diplomska,2,društvene mreže,1,158,0
2788,19,ženski,3,viša,2,društvene mreže,4,166,0
2789,30,muški,4,diplomska,1,portal,6,188,0
2790,30,muški,1,osnovna,1,portal,3,99,11
2791,19,muški,2,srednja,3,TV,8,143,11
2792,27,muški,2,srednja,4,radio,8,203,28
2793,78,ženski,1,osnovna,3,TV,7,230,0
2794,35,muški,3,viša,2,društvene mreže,4,144,0
2795,20,muški,3,viša,2,društvene mreže,3,181,0
2796,27,muški,3,viša,3,TV,3,101,0
2797,66,muški,1,osnovna,1,portal,8,196,0
2798,52,ženski,2,srednja,3,TV,5,237,0
2799,42,ženski,3,viša,1,portal,3,73,0
2800,65,ženski,2,srednja,1,portal,4,135,0
2801,42,muški,2,srednja,3,TV,6,137,0
2802,40,muški,2,srednja,4,radio,7,192,24
2803,36,ženski,1,osnovna,2,društvene mreže,1,93,0
2804,33,ženski,2,srednja,2,društvene mreže,7,218,13
2805,43,ženski,2,srednja,4,radio,6,154,0
2806,35,ženski,2,srednja,5,tisak,3,233,0
2807,32,muški,3,viša,2,društvene mreže,6,215,0
2808,35,ženski,4,diplomska,1,portal,5,186,0
2809,49,ženski,3,viša,1,portal,4,115,0
2810,70,ženski,2,srednja,2,društvene mreže,2,276,0
2811,32,ženski,1,osnovna,5,tisak,1,184,0
2812,22,ženski,2,srednja,1,portal,4,115,0
2813,38,ženski,2,srednja,1,portal,4,186,0
2814,46,ženski,1,osnovna,5,tisak,9,285,0
2815,44,ženski,4,diplomska,1,portal,6,292,29
2816,34,ženski,2,srednja,2,društvene mreže,5,147,0
2817,31,muški,1,osnovna,2,društvene mreže,7,108,0
2818,37,muški,1,osnovna,1,portal,3,249,0
2819,44,muški,1,osnovna,5,tisak,5,110,0
2820,48,ženski,3,viša,1,portal,6,112,60
2821,32,muški,2,srednja,2,društvene mreže,6,187,0
2822,48,muški,2,srednja,4,radio,6,170,0
2823,36,ženski,4,diplomska,2,društvene mreže,4,99,0
2824,27,ženski,1,osnovna,1,portal,4,112,0
2825,30,ženski,2,srednja,1,portal,7,192,0
2826,34,ženski,2,srednja,1,portal,4,50,0
2827,46,muški,2,srednja,3,TV,3,145,0
2828,24,ženski,3,viša,3,TV,2,224,0
2829,32,muški,2,srednja,1,portal,5,216,0
2830,43,ženski,2,srednja,2,društvene mreže,4,274,0
2831,43,ženski,1,osnovna,1,portal,4,141,0
2832,57,ženski,2,srednja,2,društvene mreže,4,75,33
2833,19,ženski,4,diplomska,2,društvene mreže,4,61,0
2834,31,ženski,2,srednja,3,TV,2,114,0
2835,58,muški,2,srednja,5,tisak,2,334,0
2836,37,ženski,1,osnovna,1,portal,7,56,0
2837,65,muški,3,viša,3,TV,5,273,16
2838,27,ženski,2,srednja,2,društvene mreže,3,141,0
2839,35,ženski,3,viša,1,portal,7,155,0
2840,64,muški,2,srednja,3,TV,6,111,0
2841,48,ženski,4,diplomska,2,društvene mreže,6,188,0
2842,56,muški,2,srednja,4,radio,8,245,0
2843,54,muški,2,srednja,1,portal,8,217,0
2844,28,ženski,1,osnovna,1,portal,3,267,0
2845,41,muški,3,viša,1,portal,1,96,0
2846,67,ženski,1,osnovna,3,TV,6,77,0
2847,54,muški,2,srednja,3,TV,6,195,0
2848,57,muški,1,osnovna,4,radio,7,261,0
2849,34,muški,1,osnovna,3,TV,4,138,0
2850,50,ženski,2,srednja,3,TV,8,123,0
2851,75,ženski,2,srednja,3,TV,5,198,5
2852,29,muški,4,diplomska,2,društvene mreže,1,259,15
2853,50,muški,2,srednja,1,portal,3,200,0
2854,49,muški,1,osnovna,1,portal,8,156,44
2855,80,ženski,2,srednja,4,radio,9,133,0
2856,32,muški,2,srednja,2,društvene mreže,3,79,0
2857,51,ženski,3,viša,2,društvene mreže,7,31,0
2858,34,ženski,3,viša,2,društvene mreže,2,111,0
2859,45,ženski,3,viša,2,društvene mreže,6,189,0
2860,52,muški,2,srednja,1,portal,7,174,0
2861,60,muški,2,srednja,1,portal,3,157,21
2862,52,ženski,3,viša,1,portal,3,137,0
2863,57,muški,2,srednja,3,TV,4,240,0
2864,51,ženski,2,srednja,3,TV,8,221,0
2865,25,muški,3,viša,3,TV,4,109,18
2866,36,ženski,3,viša,3,TV,6,94,23
2867,29,muški,3,viša,1,portal,6,79,13
2868,51,muški,1,osnovna,1,portal,3,160,10
2869,35,ženski,2,srednja,1,portal,4,221,0
2870,52,muški,2,srednja,1,portal,4,132,0
2871,56,muški,2,srednja,3,TV,4,309,0
2872,23,muški,2,srednja,1,portal,3,114,0
2873,23,muški,3,viša,2,društvene mreže,3,226,0
2874,47,muški,2,srednja,3,TV,1,266,10
2875,36,ženski,3,viša,1,portal,4,124,0
2876,57,muški,3,viša,3,TV,6,206,0
2877,31,ženski,2,srednja,5,tisak,4,121,0
2878,35,ženski,3,viša,1,portal,4,177,0
2879,56,muški,2,srednja,5,tisak,5,232,0
2880,41,muški,3,viša,1,portal,5,139,0
2881,46,muški,2,srednja,5,tisak,7,94,0
2882,58,ženski,1,osnovna,4,radio,5,167,32
2883,68,muški,1,osnovna,3,TV,4,161,0
2884,24,muški,3,viša,3,TV,5,95,0
2885,57,ženski,2,srednja,1,portal,3,201,34
2886,68,ženski,1,osnovna,1,portal,6,160,0
2887,39,ženski,3,viša,3,TV,6,139,0
2888,26,ženski,3,viša,3,TV,3,89,0
2889,38,ženski,2,srednja,1,portal,4,214,0
2890,70,ženski,2,srednja,3,TV,4,234,0
2891,47,muški,2,srednja,2,društvene mreže,4,137,0
2892,56,muški,2,srednja,4,radio,6,173,0
2893,29,muški,2,srednja,2,društvene mreže,4,89,0
2894,41,muški,2,srednja,1,portal,6,116,0
2895,31,ženski,1,osnovna,2,društvene mreže,1,152,0
2896,20,muški,2,srednja,3,TV,3,118,0
2897,59,muški,3,viša,3,TV,7,105,62
2898,36,ženski,2,srednja,4,radio,4,227,20
2899,37,ženski,2,srednja,1,portal,3,125,0
2900,26,muški,3,viša,1,portal,5,160,24
2901,38,muški,2,srednja,1,portal,3,164,0
2902,32,muški,1,osnovna,1,portal,4,33,13
2903,80,muški,4,diplomska,4,radio,8,121,0
2904,33,ženski,2,srednja,2,društvene mreže,7,177,29
2905,58,muški,3,viša,1,portal,6,217,23
2906,25,muški,2,srednja,2,društvene mreže,6,138,0
2907,40,muški,2,srednja,1,portal,6,156,0
2908,31,muški,2,srednja,2,društvene mreže,7,92,0
2909,67,muški,2,srednja,4,radio,7,315,8
2910,64,ženski,2,srednja,4,radio,3,151,0
2911,28,ženski,3,viša,1,portal,4,89,0
2912,18,ženski,3,viša,2,društvene mreže,1,137,0
2913,46,ženski,2,srednja,3,TV,5,153,0
2914,50,muški,1,osnovna,3,TV,7,266,0
2915,38,ženski,2,srednja,1,portal,2,253,0
2916,63,ženski,3,viša,4,radio,3,490,0
2917,49,ženski,1,osnovna,2,društvene mreže,7,184,0
2918,31,ženski,3,viša,2,društvene mreže,1,224,0
2919,20,ženski,2,srednja,2,društvene mreže,2,206,0
2920,34,ženski,2,srednja,2,društvene mreže,5,105,0
2921,40,muški,3,viša,3,TV,2,173,0
2922,80,muški,3,viša,4,radio,6,282,0
2923,23,muški,3,viša,4,radio,4,134,0
2924,50,ženski,1,osnovna,1,portal,6,392,0
2925,34,muški,4,diplomska,1,portal,6,249,0
2926,21,muški,4,diplomska,2,društvene mreže,5,124,0
2927,51,muški,1,osnovna,5,tisak,7,350,3
2928,34,ženski,2,srednja,4,radio,6,202,14
2929,51,muški,1,osnovna,5,tisak,2,214,0
2930,39,ženski,1,osnovna,1,portal,3,75,0
2931,44,muški,1,osnovna,5,tisak,7,108,31
2932,27,muški,3,viša,4,radio,5,111,27
2933,40,muški,4,diplomska,3,TV,4,202,0
2934,49,ženski,2,srednja,1,portal,7,401,0
2935,27,ženski,4,diplomska,1,portal,4,135,13
2936,64,ženski,4,diplomska,3,TV,6,241,24
2937,80,ženski,1,osnovna,5,tisak,5,181,0
2938,80,muški,2,srednja,4,radio,6,267,0
2939,78,muški,4,diplomska,3,TV,4,298,0
2940,28,muški,3,viša,3,TV,4,193,0
2941,80,muški,2,srednja,5,tisak,7,85,0
2942,73,muški,2,srednja,1,portal,5,257,0
2943,49,ženski,4,diplomska,1,portal,3,278,0
2944,20,muški,1,osnovna,3,TV,4,134,0
2945,52,ženski,4,diplomska,1,portal,8,228,0
2946,45,muški,3,viša,3,TV,6,101,23
2947,57,ženski,3,viša,2,društvene mreže,9,154,0
2948,78,ženski,2,srednja,2,društvene mreže,4,381,0
2949,42,ženski,2,srednja,2,društvene mreže,8,208,13
2950,49,ženski,2,srednja,1,portal,7,224,0
2951,41,muški,2,srednja,1,portal,6,140,0
2952,54,muški,2,srednja,5,tisak,1,72,0
2953,41,ženski,2,srednja,3,TV,3,197,0
2954,47,ženski,2,srednja,3,TV,4,107,0
2955,71,ženski,2,srednja,3,TV,4,374,77
2956,26,muški,2,srednja,1,portal,3,59,0
2957,63,muški,2,srednja,5,tisak,5,79,0
2958,59,ženski,1,osnovna,1,portal,5,203,0
2959,27,ženski,3,viša,4,radio,5,151,0
2960,65,ženski,2,srednja,1,portal,8,159,76
2961,36,ženski,1,osnovna,5,tisak,9,126,0
2962,22,ženski,2,srednja,2,društvene mreže,3,150,19
2963,53,muški,2,srednja,1,portal,3,163,0
2964,26,muški,1,osnovna,2,društvene mreže,4,156,0
2965,44,ženski,2,srednja,2,društvene mreže,5,353,0
2966,50,ženski,3,viša,1,portal,4,127,0
2967,42,muški,4,diplomska,1,portal,5,290,0
2968,33,muški,2,srednja,1,portal,4,93,0
2969,48,ženski,3,viša,2,društvene mreže,4,114,0
2970,32,muški,2,srednja,1,portal,5,130,0
2971,58,muški,2,srednja,2,društvene mreže,6,185,0
2972,36,muški,2,srednja,1,portal,1,105,0
2973,72,ženski,1,osnovna,4,radio,8,208,0
2974,41,ženski,2,srednja,4,radio,7,154,0
2975,80,ženski,3,viša,3,TV,7,181,0
2976,38,muški,2,srednja,1,portal,3,178,0
2977,26,ženski,2,srednja,5,tisak,7,79,0
2978,29,muški,2,srednja,2,društvene mreže,1,200,0
2979,42,muški,2,srednja,4,radio,8,158,0
2980,40,muški,2,srednja,1,portal,8,268,0
2981,51,muški,2,srednja,1,portal,8,139,0
2982,57,ženski,4,diplomska,3,TV,5,166,47
2983,50,ženski,2,srednja,2,društvene mreže,10,197,10
2984,27,muški,2,srednja,1,portal,2,127,0
2985,66,ženski,2,srednja,3,TV,4,172,0
2986,47,muški,2,srednja,1,portal,7,131,0
2987,43,ženski,1,osnovna,2,društvene mreže,2,112,0
2988,44,ženski,2,srednja,2,društvene mreže,3,218,17
2989,29,muški,4,diplomska,1,portal,5,134,11
2990,32,muški,3,viša,1,portal,5,201,0
2991,43,ženski,1,osnovna,1,portal,4,84,0
2992,78,ženski,4,diplomska,3,TV,3,156,0
2993,80,ženski,2,srednja,5,tisak,4,235,0
2994,31,muški,3,viša,4,radio,4,233,0
2995,41,muški,1,osnovna,1,portal,5,106,0
2996,63,ženski,3,viša,1,portal,6,128,0
2997,54,muški,3,viša,2,društvene mreže,2,237,0
2998,62,muški,1,osnovna,2,društvene mreže,6,91,0
2999,55,muški,2,srednja,5,tisak,4,153,0
3000,28,muški,1,osnovna,4,radio,6,107,0
3001,49,ženski,2,srednja,4,radio,8,106,0
3002,31,muški,1,osnovna,1,portal,4,115,0
3003,37,ženski,2,srednja,2,društvene mreže,6,305,0
3004,23,ženski,1,osnovna,1,portal,4,133,0
3005,59,ženski,3,viša,3,TV,5,166,0
3006,38,ženski,2,srednja,2,društvene mreže,2,166,0
3007,38,muški,2,srednja,3,TV,5,244,0
3008,32,ženski,1,osnovna,5,tisak,3,189,0
3009,54,muški,2,srednja,5,tisak,7,130,0
3010,28,muški,1,osnovna,2,društvene mreže,5,151,0
3011,38,muški,3,viša,3,TV,2,145,0
3012,27,muški,1,osnovna,1,portal,6,112,48
3013,76,ženski,2,srednja,1,portal,5,262,0
3014,33,muški,2,srednja,5,tisak,8,135,25
3015,46,muški,2,srednja,2,društvene mreže,3,103,0
3016,57,muški,2,srednja,4,radio,1,294,7
3017,38,muški,2,srednja,2,društvene mreže,2,238,0
3018,43,muški,2,srednja,3,TV,6,281,0
3019,29,muški,2,srednja,1,portal,3,261,0
3020,79,ženski,1,osnovna,1,portal,5,280,0
3021,39,muški,4,diplomska,1,portal,2,191,0
3022,25,muški,2,srednja,1,portal,7,292,0
3023,48,muški,2,srednja,1,portal,7,140,0
3024,40,ženski,2,srednja,1,portal,6,202,0
3025,80,ženski,1,osnovna,3,TV,8,194,0
3026,57,ženski,2,srednja,2,društvene mreže,4,277,0
3027,71,muški,2,srednja,1,portal,6,339,0
3028,27,ženski,2,srednja,2,društvene mreže,9,179,0
3029,70,muški,4,diplomska,5,tisak,10,100,0
3030,37,ženski,3,viša,5,tisak,2,103,11
3031,24,muški,3,viša,3,TV,6,104,0
3032,38,ženski,2,srednja,2,društvene mreže,5,172,0
3033,43,ženski,2,srednja,2,društvene mreže,6,90,0
3034,28,ženski,2,srednja,3,TV,5,111,0
3035,59,muški,3,viša,1,portal,6,309,11
3036,30,muški,4,diplomska,2,društvene mreže,4,145,11
3037,57,ženski,3,viša,1,portal,6,125,0
3038,39,ženski,1,osnovna,1,portal,5,154,0
3039,33,ženski,3,viša,2,društvene mreže,3,250,0
3040,53,ženski,2,srednja,1,portal,6,210,0
3041,32,ženski,3,viša,1,portal,6,166,0
3042,42,ženski,2,srednja,2,društvene mreže,3,178,0
3043,28,muški,2,srednja,2,društvene mreže,7,156,0
3044,35,ženski,4,diplomska,1,portal,2,155,0
3045,29,muški,4,diplomska,4,radio,7,146,15
3046,32,ženski,4,diplomska,2,društvene mreže,6,52,0
3047,43,muški,2,srednja,1,portal,2,150,0
3048,41,muški,2,srednja,1,portal,4,142,0
3049,29,muški,3,viša,2,društvene mreže,4,163,0
3050,33,ženski,3,viša,1,portal,3,152,0
3051,20,ženski,1,osnovna,2,društvene mreže,1,122,0
3052,40,ženski,2,srednja,5,tisak,6,274,0
3053,37,ženski,3,viša,1,portal,3,165,0
3054,60,ženski,3,viša,5,tisak,8,114,11
3055,28,ženski,3,viša,2,društvene mreže,5,118,0
3056,34,muški,1,osnovna,3,TV,5,126,25
3057,36,ženski,2,srednja,2,društvene mreže,5,159,0
3058,23,ženski,2,srednja,2,društvene mreže,4,324,0
3059,46,ženski,4,diplomska,2,društvene mreže,2,129,0
3060,29,ženski,2,srednja,1,portal,4,169,0
3061,25,muški,3,viša,1,portal,2,95,0
3062,28,ženski,3,viša,2,društvene mreže,1,134,0
3063,43,muški,2,srednja,5,tisak,8,136,0
3064,26,muški,1,osnovna,3,TV,6,97,0
3065,40,ženski,2,srednja,4,radio,3,90,54
3066,44,ženski,1,osnovna,4,radio,5,171,0
3067,40,ženski,3,viša,5,tisak,6,211,0
3068,80,ženski,1,osnovna,5,tisak,4,229,25
3069,65,ženski,3,viša,1,portal,6,204,0
3070,26,muški,4,diplomska,2,društvene mreže,2,270,0
3071,28,ženski,4,diplomska,1,portal,6,158,17
3072,30,ženski,3,viša,1,portal,1,225,0
